ctgov,dist,parameter1,parameter2,r
NCT02750410,llogis,shape,scale,-1.279e-01
NCT02750410,llogis,scale,shape,-1.279e-01
NCT02750410,llogis,scale,scale,3.694e-01
NCT00034840,lnorm,meanlog,meanlog,3.507e-01
NCT00034840,lnorm,meanlog,sdlog,8.546e-02
NCT00034840,lnorm,sdlog,meanlog,8.546e-02
NCT00034840,lnorm,sdlog,sdlog,2.338e-02
NCT00051558,lnorm,meanlog,meanlog,1.685e-02
NCT00051558,lnorm,meanlog,sdlog,4.044e-03
NCT00051558,lnorm,sdlog,meanlog,4.044e-03
NCT00051558,lnorm,sdlog,sdlog,3.443e-03
NCT00125918,lnorm,meanlog,meanlog,7.499e-02
NCT00125918,lnorm,meanlog,sdlog,2.521e-02
NCT00125918,lnorm,sdlog,meanlog,2.521e-02
NCT00125918,lnorm,sdlog,sdlog,1.130e-02
NCT00152984,lnorm,meanlog,meanlog,2.790e+00
NCT00152984,lnorm,meanlog,sdlog,3.585e-01
NCT00152984,lnorm,sdlog,meanlog,3.585e-01
NCT00152984,lnorm,sdlog,sdlog,4.917e-02
NCT00153023,lnorm,meanlog,meanlog,6.834e-02
NCT00153023,lnorm,meanlog,sdlog,1.435e-02
NCT00153023,lnorm,sdlog,meanlog,1.435e-02
NCT00153023,lnorm,sdlog,sdlog,4.311e-03
NCT00153088,lnorm,meanlog,meanlog,8.711e-02
NCT00153088,lnorm,meanlog,sdlog,2.299e-02
NCT00153088,lnorm,sdlog,meanlog,2.299e-02
NCT00153088,lnorm,sdlog,sdlog,8.250e-03
NCT00168831,lnorm,meanlog,meanlog,3.120e-02
NCT00168831,lnorm,meanlog,sdlog,7.022e-03
NCT00168831,lnorm,sdlog,meanlog,7.022e-03
NCT00168831,lnorm,sdlog,sdlog,2.719e-03
NCT00168844,lnorm,meanlog,meanlog,5.220e-02
NCT00168844,lnorm,meanlog,sdlog,1.128e-02
NCT00168844,lnorm,sdlog,meanlog,1.128e-02
NCT00168844,lnorm,sdlog,sdlog,3.603e-03
NCT00168857,lnorm,meanlog,meanlog,4.212e-02
NCT00168857,lnorm,meanlog,sdlog,1.064e-02
NCT00168857,lnorm,sdlog,meanlog,1.064e-02
NCT00168857,lnorm,sdlog,sdlog,4.013e-03
NCT00239421,lnorm,meanlog,meanlog,6.641e-01
NCT00239421,lnorm,meanlog,sdlog,1.390e-01
NCT00239421,lnorm,sdlog,meanlog,1.390e-01
NCT00239421,lnorm,sdlog,sdlog,3.136e-02
NCT00274014,lnorm,meanlog,meanlog,2.067e-02
NCT00274014,lnorm,meanlog,sdlog,5.746e-03
NCT00274014,lnorm,sdlog,meanlog,5.746e-03
NCT00274014,lnorm,sdlog,sdlog,2.735e-03
NCT00274053,lnorm,meanlog,meanlog,6.107e-02
NCT00274053,lnorm,meanlog,sdlog,1.670e-02
NCT00274053,lnorm,sdlog,meanlog,1.670e-02
NCT00274053,lnorm,sdlog,sdlog,6.658e-03
NCT00274079,lnorm,meanlog,meanlog,2.146e-01
NCT00274079,lnorm,meanlog,sdlog,5.069e-02
NCT00274079,lnorm,sdlog,meanlog,5.069e-02
NCT00274079,lnorm,sdlog,sdlog,1.490e-02
NCT00274547,lnorm,meanlog,meanlog,1.975e-02
NCT00274547,lnorm,meanlog,sdlog,4.849e-03
NCT00274547,lnorm,sdlog,meanlog,4.849e-03
NCT00274547,lnorm,sdlog,sdlog,1.818e-03
NCT00274560,lnorm,meanlog,meanlog,2.343e-01
NCT00274560,lnorm,meanlog,sdlog,4.585e-02
NCT00274560,lnorm,sdlog,meanlog,4.585e-02
NCT00274560,lnorm,sdlog,sdlog,1.077e-02
NCT00274573,lnorm,meanlog,meanlog,3.072e-02
NCT00274573,lnorm,meanlog,sdlog,7.431e-03
NCT00274573,lnorm,sdlog,meanlog,7.431e-03
NCT00274573,lnorm,sdlog,sdlog,2.507e-03
NCT00274599,lnorm,meanlog,meanlog,1.270e-01
NCT00274599,lnorm,meanlog,sdlog,2.990e-02
NCT00274599,lnorm,sdlog,meanlog,2.990e-02
NCT00274599,lnorm,sdlog,sdlog,8.476e-03
NCT00274612,lnorm,meanlog,meanlog,1.045e-01
NCT00274612,lnorm,meanlog,sdlog,2.820e-02
NCT00274612,lnorm,sdlog,meanlog,2.820e-02
NCT00274612,lnorm,sdlog,sdlog,9.074e-03
NCT00277264,lnorm,meanlog,meanlog,4.263e-02
NCT00277264,lnorm,meanlog,sdlog,9.136e-03
NCT00277264,lnorm,sdlog,meanlog,9.136e-03
NCT00277264,lnorm,sdlog,sdlog,3.218e-03
NCT00321854,lnorm,meanlog,meanlog,2.698e-02
NCT00321854,lnorm,meanlog,sdlog,8.374e-03
NCT00321854,lnorm,sdlog,meanlog,8.374e-03
NCT00321854,lnorm,sdlog,sdlog,4.741e-03
NCT00384930,lnorm,meanlog,meanlog,4.535e-02
NCT00384930,lnorm,meanlog,sdlog,1.345e-02
NCT00384930,lnorm,sdlog,meanlog,1.345e-02
NCT00384930,lnorm,sdlog,sdlog,5.084e-03
NCT00402233,lnorm,meanlog,meanlog,2.710e-01
NCT00402233,lnorm,meanlog,sdlog,6.827e-02
NCT00402233,lnorm,sdlog,meanlog,6.827e-02
NCT00402233,lnorm,sdlog,sdlog,2.095e-02
NCT00466167,lnorm,meanlog,meanlog,2.166e-01
NCT00466167,lnorm,meanlog,sdlog,4.362e-02
NCT00466167,lnorm,sdlog,meanlog,4.362e-02
NCT00466167,lnorm,sdlog,sdlog,1.102e-02
NCT00472199,lnorm,meanlog,meanlog,6.406e-02
NCT00472199,lnorm,meanlog,sdlog,1.565e-02
NCT00472199,lnorm,sdlog,meanlog,1.565e-02
NCT00472199,lnorm,sdlog,sdlog,7.328e-03
NCT00479401,lnorm,meanlog,meanlog,1.335e-01
NCT00479401,lnorm,meanlog,sdlog,2.657e-02
NCT00479401,lnorm,sdlog,meanlog,2.657e-02
NCT00479401,lnorm,sdlog,sdlog,7.419e-03
NCT00525512,lnorm,meanlog,meanlog,3.957e-02
NCT00525512,lnorm,meanlog,sdlog,8.900e-03
NCT00525512,lnorm,sdlog,meanlog,8.900e-03
NCT00525512,lnorm,sdlog,sdlog,4.182e-03
NCT00563381,lnorm,meanlog,meanlog,9.572e-03
NCT00563381,lnorm,meanlog,sdlog,2.041e-03
NCT00563381,lnorm,sdlog,meanlog,2.041e-03
NCT00563381,lnorm,sdlog,sdlog,5.911e-04
NCT00601250,lnorm,meanlog,meanlog,3.334e-01
NCT00601250,lnorm,meanlog,sdlog,6.635e-02
NCT00601250,lnorm,sdlog,meanlog,6.635e-02
NCT00601250,lnorm,sdlog,sdlog,1.495e-02
NCT00602472,lnorm,meanlog,meanlog,1.579e-01
NCT00602472,lnorm,meanlog,sdlog,3.711e-02
NCT00602472,lnorm,sdlog,meanlog,3.711e-02
NCT00602472,lnorm,sdlog,sdlog,9.886e-03
NCT00622284,lnorm,meanlog,meanlog,2.074e-02
NCT00622284,lnorm,meanlog,sdlog,5.009e-03
NCT00622284,lnorm,sdlog,meanlog,5.009e-03
NCT00622284,lnorm,sdlog,sdlog,1.948e-03
NCT00641043,lnorm,meanlog,meanlog,6.283e-01
NCT00641043,lnorm,meanlog,sdlog,1.114e-01
NCT00641043,lnorm,sdlog,meanlog,1.114e-01
NCT00641043,lnorm,sdlog,sdlog,2.283e-02
NCT00654381,lnorm,meanlog,meanlog,4.988e-02
NCT00654381,lnorm,meanlog,sdlog,3.609e-02
NCT00654381,lnorm,sdlog,meanlog,3.609e-02
NCT00654381,lnorm,sdlog,sdlog,2.856e-02
NCT00734474,lnorm,meanlog,meanlog,7.211e-03
NCT00734474,lnorm,meanlog,sdlog,1.879e-03
NCT00734474,lnorm,sdlog,meanlog,1.879e-03
NCT00734474,lnorm,sdlog,sdlog,1.475e-03
NCT00740051,lnorm,meanlog,meanlog,7.806e-02
NCT00740051,lnorm,meanlog,sdlog,2.653e-02
NCT00740051,lnorm,sdlog,meanlog,2.653e-02
NCT00740051,lnorm,sdlog,sdlog,1.407e-02
NCT00772538,lnorm,meanlog,meanlog,5.019e-01
NCT00772538,lnorm,meanlog,sdlog,8.263e-02
NCT00772538,lnorm,sdlog,meanlog,8.263e-02
NCT00772538,lnorm,sdlog,sdlog,1.616e-02
NCT00776984,lnorm,meanlog,meanlog,1.219e-01
NCT00776984,lnorm,meanlog,sdlog,3.839e-02
NCT00776984,lnorm,sdlog,meanlog,3.839e-02
NCT00776984,lnorm,sdlog,sdlog,1.467e-02
NCT00782210,lnorm,meanlog,meanlog,8.017e-02
NCT00782210,lnorm,meanlog,sdlog,1.812e-02
NCT00782210,lnorm,sdlog,meanlog,1.812e-02
NCT00782210,lnorm,sdlog,sdlog,5.932e-03
NCT00782509,lnorm,meanlog,meanlog,1.193e-01
NCT00782509,lnorm,meanlog,sdlog,2.578e-02
NCT00782509,lnorm,sdlog,meanlog,2.578e-02
NCT00782509,lnorm,sdlog,sdlog,7.363e-03
NCT00793624,lnorm,meanlog,meanlog,5.936e-02
NCT00793624,lnorm,meanlog,sdlog,1.327e-02
NCT00793624,lnorm,sdlog,meanlog,1.327e-02
NCT00793624,lnorm,sdlog,sdlog,4.240e-03
NCT00798161,lnorm,meanlog,meanlog,1.167e-01
NCT00798161,lnorm,meanlog,sdlog,2.637e-02
NCT00798161,lnorm,sdlog,meanlog,2.637e-02
NCT00798161,lnorm,sdlog,sdlog,7.419e-03
NCT00800683,lnorm,meanlog,meanlog,1.556e-01
NCT00800683,lnorm,meanlog,sdlog,4.188e-02
NCT00800683,lnorm,sdlog,meanlog,4.188e-02
NCT00800683,lnorm,sdlog,sdlog,2.005e-02
NCT00848081,lnorm,meanlog,meanlog,1.671e-01
NCT00848081,lnorm,meanlog,sdlog,5.393e-02
NCT00848081,lnorm,sdlog,meanlog,5.393e-02
NCT00848081,lnorm,sdlog,sdlog,2.108e-02
NCT00855582,lnorm,meanlog,meanlog,1.149e-01
NCT00855582,lnorm,meanlog,sdlog,3.219e-02
NCT00855582,lnorm,sdlog,meanlog,3.219e-02
NCT00855582,lnorm,sdlog,sdlog,1.094e-02
NCT00861757,lnorm,meanlog,meanlog,1.622e-01
NCT00861757,lnorm,meanlog,sdlog,4.791e-02
NCT00861757,lnorm,sdlog,meanlog,4.791e-02
NCT00861757,lnorm,sdlog,sdlog,1.612e-02
NCT00915772,lnorm,meanlog,meanlog,4.446e-02
NCT00915772,lnorm,meanlog,sdlog,1.379e-02
NCT00915772,lnorm,sdlog,meanlog,1.379e-02
NCT00915772,lnorm,sdlog,sdlog,6.294e-03
NCT00926289,lnorm,meanlog,meanlog,2.679e-01
NCT00926289,lnorm,meanlog,sdlog,5.732e-02
NCT00926289,lnorm,sdlog,meanlog,5.732e-02
NCT00926289,lnorm,sdlog,sdlog,1.367e-02
NCT00954447,lnorm,meanlog,meanlog,6.417e-02
NCT00954447,lnorm,meanlog,sdlog,1.493e-02
NCT00954447,lnorm,sdlog,meanlog,1.493e-02
NCT00954447,lnorm,sdlog,sdlog,4.395e-03
NCT00970632,lnorm,meanlog,meanlog,1.025e-01
NCT00970632,lnorm,meanlog,sdlog,3.461e-02
NCT00970632,lnorm,sdlog,meanlog,3.461e-02
NCT00970632,lnorm,sdlog,sdlog,1.397e-02
NCT00975195,lnorm,meanlog,meanlog,1.554e-02
NCT00975195,lnorm,meanlog,sdlog,4.107e-03
NCT00975195,lnorm,sdlog,meanlog,4.107e-03
NCT00975195,lnorm,sdlog,sdlog,1.546e-03
NCT00996658,lnorm,meanlog,meanlog,2.747e-01
NCT00996658,lnorm,meanlog,sdlog,7.437e-02
NCT00996658,lnorm,sdlog,meanlog,7.437e-02
NCT00996658,lnorm,sdlog,sdlog,2.442e-02
NCT01064687,lnorm,meanlog,meanlog,1.116e-01
NCT01064687,lnorm,meanlog,sdlog,2.592e-02
NCT01064687,lnorm,sdlog,meanlog,2.592e-02
NCT01064687,lnorm,sdlog,sdlog,7.218e-03
NCT01075282,lnorm,meanlog,meanlog,2.085e-01
NCT01075282,lnorm,meanlog,sdlog,3.943e-02
NCT01075282,lnorm,sdlog,meanlog,3.943e-02
NCT01075282,lnorm,sdlog,sdlog,8.909e-03
NCT01084005,lnorm,meanlog,meanlog,3.794e-01
NCT01084005,lnorm,meanlog,sdlog,1.082e-01
NCT01084005,lnorm,sdlog,meanlog,1.082e-01
NCT01084005,lnorm,sdlog,sdlog,3.584e-02
NCT01087502,lnorm,meanlog,meanlog,1.163e-01
NCT01087502,lnorm,meanlog,sdlog,3.201e-02
NCT01087502,lnorm,sdlog,meanlog,3.201e-02
NCT01087502,lnorm,sdlog,sdlog,1.365e-02
NCT01126437,lnorm,meanlog,meanlog,2.162e-03
NCT01126437,lnorm,meanlog,sdlog,4.820e-04
NCT01126437,lnorm,sdlog,meanlog,4.820e-04
NCT01126437,lnorm,sdlog,sdlog,1.740e-04
NCT01126580,lnorm,meanlog,meanlog,4.983e-02
NCT01126580,lnorm,meanlog,sdlog,1.354e-02
NCT01126580,lnorm,sdlog,meanlog,1.354e-02
NCT01126580,lnorm,sdlog,sdlog,5.102e-03
NCT01131676,lnorm,meanlog,meanlog,3.549e-03
NCT01131676,lnorm,meanlog,sdlog,9.443e-04
NCT01131676,lnorm,sdlog,meanlog,9.443e-04
NCT01131676,lnorm,sdlog,sdlog,1.230e-03
NCT01159600,lnorm,meanlog,meanlog,1.982e-01
NCT01159600,lnorm,meanlog,sdlog,3.658e-02
NCT01159600,lnorm,sdlog,meanlog,3.658e-02
NCT01159600,lnorm,sdlog,sdlog,7.685e-03
NCT01164501,lnorm,meanlog,meanlog,1.196e-01
NCT01164501,lnorm,meanlog,sdlog,2.814e-02
NCT01164501,lnorm,sdlog,meanlog,2.814e-02
NCT01164501,lnorm,sdlog,sdlog,8.193e-03
NCT01167881,lnorm,meanlog,meanlog,6.815e-02
NCT01167881,lnorm,meanlog,sdlog,1.263e-02
NCT01167881,lnorm,sdlog,meanlog,1.263e-02
NCT01167881,lnorm,sdlog,sdlog,3.090e-03
NCT01177813,lnorm,meanlog,meanlog,1.151e-01
NCT01177813,lnorm,meanlog,sdlog,2.776e-02
NCT01177813,lnorm,sdlog,meanlog,2.776e-02
NCT01177813,lnorm,sdlog,sdlog,8.000e-03
NCT01191268,lnorm,meanlog,meanlog,5.228e-02
NCT01191268,lnorm,meanlog,sdlog,1.319e-02
NCT01191268,lnorm,sdlog,meanlog,1.319e-02
NCT01191268,lnorm,sdlog,sdlog,4.628e-03
NCT01191944,lnorm,meanlog,meanlog,1.063e+00
NCT01191944,lnorm,meanlog,sdlog,1.427e-01
NCT01191944,lnorm,sdlog,meanlog,1.427e-01
NCT01191944,lnorm,sdlog,sdlog,2.171e-02
NCT01194830,lnorm,meanlog,meanlog,1.221e-01
NCT01194830,lnorm,meanlog,sdlog,3.100e-02
NCT01194830,lnorm,sdlog,meanlog,3.100e-02
NCT01194830,lnorm,sdlog,sdlog,1.319e-02
NCT01204294,lnorm,meanlog,meanlog,6.150e-01
NCT01204294,lnorm,meanlog,sdlog,1.088e-01
NCT01204294,lnorm,sdlog,meanlog,1.088e-01
NCT01204294,lnorm,sdlog,sdlog,2.145e-02
NCT01210001,lnorm,meanlog,meanlog,5.520e-01
NCT01210001,lnorm,meanlog,sdlog,9.535e-02
NCT01210001,lnorm,sdlog,meanlog,9.535e-02
NCT01210001,lnorm,sdlog,sdlog,1.890e-02
NCT01214239,lnorm,meanlog,meanlog,4.033e-01
NCT01214239,lnorm,meanlog,sdlog,9.469e-02
NCT01214239,lnorm,sdlog,meanlog,9.469e-02
NCT01214239,lnorm,sdlog,sdlog,2.618e-02
NCT01306214,lnorm,meanlog,meanlog,6.962e-02
NCT01306214,lnorm,meanlog,sdlog,2.063e-02
NCT01306214,lnorm,sdlog,meanlog,2.063e-02
NCT01306214,lnorm,sdlog,sdlog,8.148e-03
NCT01335464,lnorm,meanlog,meanlog,3.916e-02
NCT01335464,lnorm,meanlog,sdlog,1.226e-02
NCT01335464,lnorm,sdlog,meanlog,1.226e-02
NCT01335464,lnorm,sdlog,sdlog,6.064e-03
NCT01335477,lnorm,meanlog,meanlog,4.314e-02
NCT01335477,lnorm,meanlog,sdlog,1.245e-02
NCT01335477,lnorm,sdlog,meanlog,1.245e-02
NCT01335477,lnorm,sdlog,sdlog,5.672e-03
NCT01368081,lnorm,meanlog,meanlog,1.507e-01
NCT01368081,lnorm,meanlog,sdlog,3.171e-02
NCT01368081,lnorm,sdlog,meanlog,3.171e-02
NCT01368081,lnorm,sdlog,sdlog,7.705e-03
NCT01370005,lnorm,meanlog,meanlog,3.396e-01
NCT01370005,lnorm,meanlog,sdlog,8.489e-02
NCT01370005,lnorm,sdlog,meanlog,8.489e-02
NCT01370005,lnorm,sdlog,sdlog,2.288e-02
NCT01422876,lnorm,meanlog,meanlog,6.431e-02
NCT01422876,lnorm,meanlog,sdlog,1.358e-02
NCT01422876,lnorm,sdlog,meanlog,1.358e-02
NCT01422876,lnorm,sdlog,sdlog,3.710e-03
NCT01558271,lnorm,meanlog,meanlog,6.301e-01
NCT01558271,lnorm,meanlog,sdlog,9.396e-02
NCT01558271,lnorm,sdlog,meanlog,9.396e-02
NCT01558271,lnorm,sdlog,sdlog,1.642e-02
NCT01621178,lnorm,meanlog,meanlog,1.148e-01
NCT01621178,lnorm,meanlog,sdlog,2.564e-02
NCT01621178,lnorm,sdlog,meanlog,2.564e-02
NCT01621178,lnorm,sdlog,sdlog,7.721e-03
NCT01624259,lnorm,meanlog,meanlog,4.295e-01
NCT01624259,lnorm,meanlog,sdlog,9.057e-02
NCT01624259,lnorm,sdlog,meanlog,9.057e-02
NCT01624259,lnorm,sdlog,sdlog,2.120e-02
NCT01694771,lnorm,meanlog,meanlog,1.349e-01
NCT01694771,lnorm,meanlog,sdlog,3.447e-02
NCT01694771,lnorm,sdlog,meanlog,3.447e-02
NCT01694771,lnorm,sdlog,sdlog,9.905e-03
NCT01708902,lnorm,meanlog,meanlog,3.268e-01
NCT01708902,lnorm,meanlog,sdlog,5.784e-02
NCT01708902,lnorm,sdlog,meanlog,5.784e-02
NCT01708902,lnorm,sdlog,sdlog,1.187e-02
NCT01719003,lnorm,meanlog,meanlog,1.970e-01
NCT01719003,lnorm,meanlog,sdlog,3.232e-02
NCT01719003,lnorm,sdlog,meanlog,3.232e-02
NCT01719003,lnorm,sdlog,sdlog,6.177e-03
NCT01769378,lnorm,meanlog,meanlog,5.582e-01
NCT01769378,lnorm,meanlog,sdlog,1.270e-01
NCT01769378,lnorm,sdlog,meanlog,1.270e-01
NCT01769378,lnorm,sdlog,sdlog,3.292e-02
NCT02152371,lnorm,meanlog,meanlog,5.621e-01
NCT02152371,lnorm,meanlog,sdlog,1.180e-01
NCT02152371,lnorm,sdlog,meanlog,1.180e-01
NCT02152371,lnorm,sdlog,sdlog,2.873e-02
NCT02172287,lnorm,meanlog,meanlog,1.110e-01
NCT02172287,lnorm,meanlog,sdlog,2.177e-02
NCT02172287,lnorm,sdlog,meanlog,2.177e-02
NCT02172287,lnorm,sdlog,sdlog,6.112e-03
NCT02172586,lnorm,meanlog,meanlog,2.383e-01
NCT02172586,lnorm,meanlog,sdlog,5.287e-02
NCT02172586,lnorm,sdlog,meanlog,5.287e-02
NCT02172586,lnorm,sdlog,sdlog,1.493e-02
NCT02175355,lnorm,meanlog,meanlog,1.151e-01
NCT02175355,lnorm,meanlog,sdlog,3.562e-02
NCT02175355,lnorm,sdlog,meanlog,3.562e-02
NCT02175355,lnorm,sdlog,sdlog,1.224e-02
NCT02177344,lnorm,meanlog,meanlog,2.761e-01
NCT02177344,lnorm,meanlog,sdlog,4.767e-02
NCT02177344,lnorm,sdlog,meanlog,4.767e-02
NCT02177344,lnorm,sdlog,sdlog,1.003e-02
NCT02177396,lnorm,meanlog,meanlog,3.423e-01
NCT02177396,lnorm,meanlog,sdlog,8.559e-02
NCT02177396,lnorm,sdlog,meanlog,8.559e-02
NCT02177396,lnorm,sdlog,sdlog,2.427e-02
NCT02177461,lnorm,meanlog,meanlog,2.987e-02
NCT02177461,lnorm,meanlog,sdlog,1.001e-02
NCT02177461,lnorm,sdlog,meanlog,1.001e-02
NCT02177461,lnorm,sdlog,sdlog,6.405e-03
NCT02183064,lnorm,meanlog,meanlog,2.258e-01
NCT02183064,lnorm,meanlog,sdlog,3.697e-02
NCT02183064,lnorm,sdlog,meanlog,3.697e-02
NCT02183064,lnorm,sdlog,sdlog,6.986e-03
NCT02200653,lnorm,meanlog,meanlog,1.078e+00
NCT02200653,lnorm,meanlog,sdlog,2.057e-01
NCT02200653,lnorm,sdlog,meanlog,2.057e-01
NCT02200653,lnorm,sdlog,sdlog,4.274e-02
NCT02240680,lnorm,meanlog,meanlog,1.135e+00
NCT02240680,lnorm,meanlog,sdlog,1.793e-01
NCT02240680,lnorm,sdlog,meanlog,1.793e-01
NCT02240680,lnorm,sdlog,sdlog,3.238e-02
NCT02489968,lnorm,meanlog,meanlog,6.220e-01
NCT02489968,lnorm,meanlog,sdlog,1.328e-01
NCT02489968,lnorm,sdlog,meanlog,1.328e-01
NCT02489968,lnorm,sdlog,sdlog,3.131e-02
NCT02750410,lnorm,meanlog,meanlog,5.244e-01
NCT02750410,lnorm,meanlog,sdlog,1.402e-01
NCT02750410,lnorm,sdlog,meanlog,1.402e-01
NCT02750410,lnorm,sdlog,sdlog,4.486e-02
NCT00034840,weibull,shape,shape,3.061e-02
NCT00034840,weibull,shape,scale,-7.621e-02
NCT00034840,weibull,scale,shape,-7.621e-02
NCT00034840,weibull,scale,scale,2.161e-01
NCT00051558,weibull,shape,shape,4.744e-03
NCT00051558,weibull,shape,scale,-4.227e-03
NCT00051558,weibull,scale,shape,-4.227e-03
NCT00051558,weibull,scale,scale,1.220e-02
NCT00125918,weibull,shape,shape,1.520e-02
NCT00125918,weibull,shape,scale,-2.497e-02
NCT00125918,weibull,scale,shape,-2.497e-02
NCT00125918,weibull,scale,scale,5.395e-02
NCT00152984,weibull,shape,shape,6.190e-02
NCT00152984,weibull,shape,scale,-3.051e-01
NCT00152984,weibull,scale,shape,-3.051e-01
NCT00152984,weibull,scale,scale,1.637e+00
NCT00153023,weibull,shape,shape,5.693e-03
NCT00153023,weibull,shape,scale,-1.487e-02
NCT00153023,weibull,scale,shape,-1.487e-02
NCT00153023,weibull,scale,scale,5.446e-02
NCT00153088,weibull,shape,shape,1.070e-02
NCT00153088,weibull,shape,scale,-2.258e-02
NCT00153088,weibull,scale,shape,-2.258e-02
NCT00153088,weibull,scale,scale,6.466e-02
NCT00168831,weibull,shape,shape,3.649e-03
NCT00168831,weibull,shape,scale,-7.488e-03
NCT00168831,weibull,scale,shape,-7.488e-03
NCT00168831,weibull,scale,scale,2.508e-02
NCT00168844,weibull,shape,shape,4.784e-03
NCT00168844,weibull,shape,scale,-1.177e-02
NCT00168844,weibull,scale,shape,-1.177e-02
NCT00168844,weibull,scale,scale,4.173e-02
NCT00168857,weibull,shape,shape,5.473e-03
NCT00168857,weibull,shape,scale,-1.086e-02
NCT00168857,weibull,scale,shape,-1.086e-02
NCT00168857,weibull,scale,scale,3.104e-02
NCT00239421,weibull,shape,shape,3.919e-02
NCT00239421,weibull,shape,scale,-1.207e-01
NCT00239421,weibull,scale,shape,-1.207e-01
NCT00239421,weibull,scale,scale,4.097e-01
NCT00274014,weibull,shape,shape,3.677e-03
NCT00274014,weibull,shape,scale,-6.105e-03
NCT00274014,weibull,scale,shape,-6.105e-03
NCT00274014,weibull,scale,scale,1.647e-02
NCT00274053,weibull,shape,shape,8.700e-03
NCT00274053,weibull,shape,scale,-1.751e-02
NCT00274053,weibull,scale,shape,-1.751e-02
NCT00274053,weibull,scale,scale,5.038e-02
NCT00274079,weibull,shape,shape,1.922e-02
NCT00274079,weibull,shape,scale,-5.048e-02
NCT00274079,weibull,scale,shape,-5.048e-02
NCT00274079,weibull,scale,scale,1.661e-01
NCT00274547,weibull,shape,shape,2.429e-03
NCT00274547,weibull,shape,scale,-5.070e-03
NCT00274547,weibull,scale,shape,-5.070e-03
NCT00274547,weibull,scale,scale,1.562e-02
NCT00274560,weibull,shape,shape,1.407e-02
NCT00274560,weibull,shape,scale,-4.412e-02
NCT00274560,weibull,scale,shape,-4.412e-02
NCT00274560,weibull,scale,scale,1.673e-01
NCT00274573,weibull,shape,shape,3.271e-03
NCT00274573,weibull,shape,scale,-7.715e-03
NCT00274573,weibull,scale,shape,-7.715e-03
NCT00274573,weibull,scale,scale,2.507e-02
NCT00274599,weibull,shape,shape,1.101e-02
NCT00274599,weibull,shape,scale,-2.894e-02
NCT00274599,weibull,scale,shape,-2.894e-02
NCT00274599,weibull,scale,scale,9.233e-02
NCT00274612,weibull,shape,shape,1.182e-02
NCT00274612,weibull,shape,scale,-2.694e-02
NCT00274612,weibull,scale,shape,-2.694e-02
NCT00274612,weibull,scale,scale,7.390e-02
NCT00277264,weibull,shape,shape,4.260e-03
NCT00277264,weibull,shape,scale,-9.782e-03
NCT00277264,weibull,scale,shape,-9.782e-03
NCT00277264,weibull,scale,scale,3.546e-02
NCT00321854,weibull,shape,shape,6.304e-03
NCT00321854,weibull,shape,scale,-8.982e-03
NCT00321854,weibull,scale,shape,-8.982e-03
NCT00321854,weibull,scale,scale,2.211e-02
NCT00384930,weibull,shape,shape,6.573e-03
NCT00384930,weibull,shape,scale,-1.344e-02
NCT00384930,weibull,scale,shape,-1.344e-02
NCT00384930,weibull,scale,scale,3.509e-02
NCT00402233,weibull,shape,shape,2.591e-02
NCT00402233,weibull,shape,scale,-6.887e-02
NCT00402233,weibull,scale,shape,-6.887e-02
NCT00402233,weibull,scale,scale,2.265e-01
NCT00466167,weibull,shape,shape,1.421e-02
NCT00466167,weibull,shape,scale,-4.326e-02
NCT00466167,weibull,scale,shape,-4.326e-02
NCT00466167,weibull,scale,scale,1.662e-01
NCT00472199,weibull,shape,shape,9.527e-03
NCT00472199,weibull,shape,scale,-1.720e-02
NCT00472199,weibull,scale,shape,-1.720e-02
NCT00472199,weibull,scale,scale,5.663e-02
NCT00479401,weibull,shape,shape,9.780e-03
NCT00479401,weibull,shape,scale,-2.747e-02
NCT00479401,weibull,scale,shape,-2.747e-02
NCT00479401,weibull,scale,scale,1.065e-01
NCT00525512,weibull,shape,shape,5.684e-03
NCT00525512,weibull,shape,scale,-9.515e-03
NCT00525512,weibull,scale,shape,-9.515e-03
NCT00525512,weibull,scale,scale,3.072e-02
NCT00563381,weibull,shape,shape,7.718e-04
NCT00563381,weibull,shape,scale,-2.099e-03
NCT00563381,weibull,scale,shape,-2.099e-03
NCT00563381,weibull,scale,scale,7.679e-03
NCT00601250,weibull,shape,shape,1.921e-02
NCT00601250,weibull,shape,scale,-6.120e-02
NCT00601250,weibull,scale,shape,-6.120e-02
NCT00601250,weibull,scale,scale,2.244e-01
NCT00602472,weibull,shape,shape,1.273e-02
NCT00602472,weibull,shape,scale,-3.421e-02
NCT00602472,weibull,scale,shape,-3.421e-02
NCT00602472,weibull,scale,scale,1.058e-01
NCT00622284,weibull,shape,shape,2.618e-03
NCT00622284,weibull,shape,scale,-5.272e-03
NCT00622284,weibull,scale,shape,-5.272e-03
NCT00622284,weibull,scale,scale,1.637e-02
NCT00641043,weibull,shape,shape,2.963e-02
NCT00641043,weibull,shape,scale,-1.044e-01
NCT00641043,weibull,scale,shape,-1.044e-01
NCT00641043,weibull,scale,scale,4.308e-01
NCT00654381,weibull,shape,shape,3.379e-02
NCT00654381,weibull,shape,scale,-3.353e-02
NCT00654381,weibull,scale,shape,-3.353e-02
NCT00654381,weibull,scale,scale,3.738e-02
NCT00734474,weibull,shape,shape,2.052e-03
NCT00734474,weibull,shape,scale,-1.988e-03
NCT00734474,weibull,scale,shape,-1.988e-03
NCT00734474,weibull,scale,scale,5.188e-03
