ctgov,cause,dist,parameter1,parameter2,r
NCT01159600,Other/Miscellaneous,gompertz,rate,rate,1.411e-01
NCT01159600,Voluntary Withdrawal,gompertz,shape,shape,2.277e-05
NCT01159600,Voluntary Withdrawal,gompertz,shape,rate,-1.322e-03
NCT01159600,Voluntary Withdrawal,gompertz,rate,shape,-1.322e-03
NCT01159600,Voluntary Withdrawal,gompertz,rate,rate,1.222e-01
NCT01164501,Adverse Event,gompertz,shape,shape,2.336e-06
NCT01164501,Adverse Event,gompertz,shape,rate,-3.203e-04
NCT01164501,Adverse Event,gompertz,rate,shape,-3.203e-04
NCT01164501,Adverse Event,gompertz,rate,rate,6.719e-02
NCT01164501,Other/Miscellaneous,gompertz,shape,shape,7.021e-06
NCT01164501,Other/Miscellaneous,gompertz,shape,rate,-1.145e-03
NCT01164501,Other/Miscellaneous,gompertz,rate,shape,-1.145e-03
NCT01164501,Other/Miscellaneous,gompertz,rate,rate,2.638e-01
NCT01164501,Voluntary Withdrawal,gompertz,shape,shape,4.443e-06
NCT01164501,Voluntary Withdrawal,gompertz,shape,rate,-6.336e-04
NCT01164501,Voluntary Withdrawal,gompertz,rate,shape,-6.336e-04
NCT01164501,Voluntary Withdrawal,gompertz,rate,rate,1.358e-01
NCT01167881,Adverse Event,gompertz,shape,shape,2.003e-07
NCT01167881,Adverse Event,gompertz,shape,rate,-5.918e-05
NCT01167881,Adverse Event,gompertz,rate,shape,-5.918e-05
NCT01167881,Adverse Event,gompertz,rate,rate,3.242e-02
NCT01167881,Lost to Follow-up,gompertz,shape,shape,4.609e-07
NCT01167881,Lost to Follow-up,gompertz,shape,rate,-1.430e-04
NCT01167881,Lost to Follow-up,gompertz,rate,shape,-1.430e-04
NCT01167881,Lost to Follow-up,gompertz,rate,rate,8.142e-02
NCT01167881,Other/Miscellaneous,gompertz,shape,shape,2.260e-07
NCT01167881,Other/Miscellaneous,gompertz,shape,rate,-6.634e-05
NCT01167881,Other/Miscellaneous,gompertz,rate,shape,-6.634e-05
NCT01167881,Other/Miscellaneous,gompertz,rate,rate,3.614e-02
NCT01167881,Protocol Violation,gompertz,shape,shape,1.577e-06
NCT01167881,Protocol Violation,gompertz,shape,rate,-2.853e-04
NCT01167881,Protocol Violation,gompertz,rate,shape,-2.853e-04
NCT01167881,Protocol Violation,gompertz,rate,rate,1.016e-01
NCT01167881,Voluntary Withdrawal,gompertz,shape,shape,1.589e-07
NCT01167881,Voluntary Withdrawal,gompertz,shape,rate,-5.948e-05
NCT01167881,Voluntary Withdrawal,gompertz,rate,shape,-5.948e-05
NCT01167881,Voluntary Withdrawal,gompertz,rate,rate,3.893e-02
NCT01177813,Adverse Event,gompertz,shape,shape,2.205e-05
NCT01177813,Adverse Event,gompertz,shape,rate,-1.512e-03
NCT01177813,Adverse Event,gompertz,rate,shape,-1.512e-03
NCT01177813,Adverse Event,gompertz,rate,rate,1.538e-01
NCT01177813,Lost to Follow-up,gompertz,shape,shape,1.723e-05
NCT01177813,Lost to Follow-up,gompertz,shape,rate,-1.578e-03
NCT01177813,Lost to Follow-up,gompertz,rate,shape,-1.578e-03
NCT01177813,Lost to Follow-up,gompertz,rate,rate,1.861e-01
NCT01177813,Other/Miscellaneous,gompertz,shape,shape,3.794e-05
NCT01177813,Other/Miscellaneous,gompertz,shape,rate,-2.478e-03
NCT01177813,Other/Miscellaneous,gompertz,rate,shape,-2.478e-03
NCT01177813,Other/Miscellaneous,gompertz,rate,rate,2.453e-01
NCT01177813,Voluntary Withdrawal,gompertz,shape,shape,1.542e-05
NCT01177813,Voluntary Withdrawal,gompertz,shape,rate,-1.034e-03
NCT01177813,Voluntary Withdrawal,gompertz,rate,shape,-1.034e-03
NCT01177813,Voluntary Withdrawal,gompertz,rate,rate,1.038e-01
NCT01191268,Adverse Event,gompertz,shape,shape,3.579e-06
NCT01191268,Adverse Event,gompertz,shape,rate,-3.320e-04
NCT01191268,Adverse Event,gompertz,rate,shape,-3.320e-04
NCT01191268,Adverse Event,gompertz,rate,rate,5.463e-02
NCT01191268,Lost to Follow-up,gompertz,shape,shape,5.492e-06
NCT01191268,Lost to Follow-up,gompertz,shape,rate,-8.390e-04
NCT01191268,Lost to Follow-up,gompertz,rate,shape,-8.390e-04
NCT01191268,Lost to Follow-up,gompertz,rate,rate,1.870e-01
NCT01191268,PI/Sponsor Decision,gompertz,shape,shape,4.225e-06
NCT01191268,PI/Sponsor Decision,gompertz,shape,rate,-5.686e-04
NCT01191268,PI/Sponsor Decision,gompertz,rate,shape,-5.686e-04
NCT01191268,PI/Sponsor Decision,gompertz,rate,rate,1.182e-01
NCT01191268,Voluntary Withdrawal,gompertz,shape,shape,1.493e-06
NCT01191268,Voluntary Withdrawal,gompertz,shape,rate,-2.250e-04
NCT01191268,Voluntary Withdrawal,gompertz,rate,shape,-2.250e-04
NCT01191268,Voluntary Withdrawal,gompertz,rate,rate,4.978e-02
NCT01191944,Adverse Event,gompertz,shape,shape,4.677e-05
NCT01191944,Adverse Event,gompertz,shape,rate,-1.704e-03
NCT01191944,Adverse Event,gompertz,rate,shape,-1.704e-03
NCT01191944,Adverse Event,gompertz,rate,rate,1.056e-01
NCT01194830,Lost to Follow-up,gompertz,shape,shape,4.047e-05
NCT01194830,Lost to Follow-up,gompertz,shape,rate,-1.948e-03
NCT01194830,Lost to Follow-up,gompertz,rate,shape,-1.948e-03
NCT01194830,Lost to Follow-up,gompertz,rate,rate,1.604e-01
NCT01194830,Other/Miscellaneous,gompertz,shape,shape,2.666e-05
NCT01194830,Other/Miscellaneous,gompertz,shape,rate,-1.534e-03
NCT01194830,Other/Miscellaneous,gompertz,rate,shape,-1.534e-03
NCT01194830,Other/Miscellaneous,gompertz,rate,rate,1.408e-01
NCT01204294,Adverse Event,gompertz,shape,shape,5.208e-06
NCT01204294,Adverse Event,gompertz,shape,rate,-6.921e-04
NCT01204294,Adverse Event,gompertz,rate,shape,-6.921e-04
NCT01204294,Adverse Event,gompertz,rate,rate,1.420e-01
NCT01210001,Adverse Event,gompertz,shape,shape,3.684e-05
NCT01210001,Adverse Event,gompertz,shape,rate,-3.118e-03
NCT01210001,Adverse Event,gompertz,rate,shape,-3.118e-03
NCT01210001,Adverse Event,gompertz,rate,rate,3.548e-01
NCT01214239,Voluntary Withdrawal,gompertz,shape,shape,3.507e-05
NCT01214239,Voluntary Withdrawal,gompertz,shape,rate,-2.621e-03
NCT01214239,Voluntary Withdrawal,gompertz,rate,shape,-2.621e-03
NCT01214239,Voluntary Withdrawal,gompertz,rate,rate,2.793e-01
NCT01306214,Adverse Event,gompertz,shape,shape,3.208e-06
NCT01306214,Adverse Event,gompertz,shape,rate,-5.832e-04
NCT01306214,Adverse Event,gompertz,rate,shape,-5.832e-04
NCT01306214,Adverse Event,gompertz,rate,rate,1.417e-01
NCT01306214,Protocol Violation,gompertz,shape,shape,6.638e-06
NCT01306214,Protocol Violation,gompertz,shape,rate,-9.299e-04
NCT01306214,Protocol Violation,gompertz,rate,shape,-9.299e-04
NCT01306214,Protocol Violation,gompertz,rate,rate,1.969e-01
NCT01306214,Voluntary Withdrawal,gompertz,shape,shape,3.492e-06
NCT01306214,Voluntary Withdrawal,gompertz,shape,rate,-5.902e-04
NCT01306214,Voluntary Withdrawal,gompertz,rate,shape,-5.902e-04
NCT01306214,Voluntary Withdrawal,gompertz,rate,rate,1.382e-01
NCT01335464,Adverse Event,gompertz,shape,shape,1.016e-06
NCT01335464,Adverse Event,gompertz,shape,rate,-1.813e-04
NCT01335464,Adverse Event,gompertz,rate,shape,-1.813e-04
NCT01335464,Adverse Event,gompertz,rate,rate,4.359e-02
NCT01335464,Voluntary Withdrawal,gompertz,shape,shape,6.542e-06
NCT01335464,Voluntary Withdrawal,gompertz,shape,rate,-8.595e-04
NCT01335464,Voluntary Withdrawal,gompertz,rate,shape,-8.595e-04
NCT01335464,Voluntary Withdrawal,gompertz,rate,rate,1.754e-01
NCT01335477,Adverse Event,gompertz,shape,shape,9.431e-07
NCT01335477,Adverse Event,gompertz,shape,rate,-1.583e-04
NCT01335477,Adverse Event,gompertz,rate,shape,-1.583e-04
NCT01335477,Adverse Event,gompertz,rate,rate,3.687e-02
NCT01335477,Voluntary Withdrawal,gompertz,shape,shape,7.408e-06
NCT01335477,Voluntary Withdrawal,gompertz,shape,rate,-8.031e-04
NCT01335477,Voluntary Withdrawal,gompertz,rate,shape,-8.031e-04
NCT01335477,Voluntary Withdrawal,gompertz,rate,rate,1.459e-01
NCT01368081,Adverse Event,gompertz,shape,shape,1.975e-06
NCT01368081,Adverse Event,gompertz,shape,rate,-3.573e-04
NCT01368081,Adverse Event,gompertz,rate,shape,-3.573e-04
NCT01368081,Adverse Event,gompertz,rate,rate,8.641e-02
NCT01368081,Other/Miscellaneous,gompertz,shape,shape,1.209e-05
NCT01368081,Other/Miscellaneous,gompertz,shape,rate,-1.366e-03
NCT01368081,Other/Miscellaneous,gompertz,rate,shape,-1.366e-03
NCT01368081,Other/Miscellaneous,gompertz,rate,rate,2.544e-01
NCT01368081,Voluntary Withdrawal,gompertz,shape,shape,2.767e-06
NCT01368081,Voluntary Withdrawal,gompertz,shape,rate,-5.305e-04
NCT01368081,Voluntary Withdrawal,gompertz,rate,shape,-5.305e-04
NCT01368081,Voluntary Withdrawal,gompertz,rate,rate,1.320e-01
NCT01370005,Adverse Event,gompertz,shape,shape,1.005e-04
NCT01370005,Adverse Event,gompertz,shape,rate,-4.090e-03
NCT01370005,Adverse Event,gompertz,rate,shape,-4.090e-03
NCT01370005,Adverse Event,gompertz,rate,rate,2.289e-01
NCT01422876,Adverse Event,gompertz,shape,shape,1.789e-06
NCT01422876,Adverse Event,gompertz,shape,rate,-2.615e-04
NCT01422876,Adverse Event,gompertz,rate,shape,-2.615e-04
NCT01422876,Adverse Event,gompertz,rate,rate,5.674e-02
NCT01422876,Lost to Follow-up,gompertz,shape,shape,1.854e-06
NCT01422876,Lost to Follow-up,gompertz,shape,rate,-2.930e-04
NCT01422876,Lost to Follow-up,gompertz,rate,shape,-2.930e-04
NCT01422876,Lost to Follow-up,gompertz,rate,rate,6.629e-02
NCT01422876,Other/Miscellaneous,gompertz,shape,shape,2.420e-06
NCT01422876,Other/Miscellaneous,gompertz,shape,rate,-3.395e-04
NCT01422876,Other/Miscellaneous,gompertz,rate,shape,-3.395e-04
NCT01422876,Other/Miscellaneous,gompertz,rate,rate,7.200e-02
NCT01422876,Protocol Violation,gompertz,shape,shape,7.484e-06
NCT01422876,Protocol Violation,gompertz,shape,rate,-1.416e-03
NCT01422876,Protocol Violation,gompertz,rate,shape,-1.416e-03
NCT01422876,Protocol Violation,gompertz,rate,rate,3.511e-01
NCT01422876,Voluntary Withdrawal,gompertz,shape,shape,3.112e-06
NCT01422876,Voluntary Withdrawal,gompertz,shape,rate,-4.343e-04
NCT01422876,Voluntary Withdrawal,gompertz,rate,shape,-4.343e-04
NCT01422876,Voluntary Withdrawal,gompertz,rate,rate,9.185e-02
NCT01558271,Adverse Event,gompertz,shape,shape,7.407e-06
NCT01558271,Adverse Event,gompertz,shape,rate,-1.615e-03
NCT01558271,Adverse Event,gompertz,rate,shape,-1.615e-03
NCT01558271,Adverse Event,gompertz,rate,rate,4.291e-01
NCT01558271,Voluntary Withdrawal,gompertz,shape,shape,4.409e-06
NCT01558271,Voluntary Withdrawal,gompertz,shape,rate,-4.848e-04
NCT01558271,Voluntary Withdrawal,gompertz,rate,shape,-4.848e-04
NCT01558271,Voluntary Withdrawal,gompertz,rate,rate,8.902e-02
NCT01621178,Adverse Event,gompertz,shape,shape,5.914e-06
NCT01621178,Adverse Event,gompertz,shape,rate,-9.873e-04
NCT01621178,Adverse Event,gompertz,rate,shape,-9.873e-04
NCT01621178,Adverse Event,gompertz,rate,rate,2.315e-01
NCT01621178,Other/Miscellaneous,gompertz,shape,shape,5.831e-06
NCT01621178,Other/Miscellaneous,gompertz,shape,rate,-1.137e-03
NCT01621178,Other/Miscellaneous,gompertz,rate,shape,-1.137e-03
NCT01621178,Other/Miscellaneous,gompertz,rate,rate,2.882e-01
NCT01621178,PI/Sponsor Decision,gompertz,shape,shape,7.263e-06
NCT01621178,PI/Sponsor Decision,gompertz,shape,rate,-9.614e-04
NCT01621178,PI/Sponsor Decision,gompertz,rate,shape,-9.614e-04
NCT01621178,PI/Sponsor Decision,gompertz,rate,rate,1.987e-01
NCT01621178,Voluntary Withdrawal,gompertz,shape,shape,2.663e-06
NCT01621178,Voluntary Withdrawal,gompertz,shape,rate,-2.907e-04
NCT01621178,Voluntary Withdrawal,gompertz,rate,shape,-2.907e-04
NCT01621178,Voluntary Withdrawal,gompertz,rate,rate,5.347e-02
NCT01624259,Adverse Event,gompertz,shape,shape,2.111e-05
NCT01624259,Adverse Event,gompertz,shape,rate,-1.553e-03
NCT01624259,Adverse Event,gompertz,rate,shape,-1.553e-03
NCT01624259,Adverse Event,gompertz,rate,rate,1.698e-01
NCT01624259,Voluntary Withdrawal,gompertz,shape,shape,3.196e-05
NCT01624259,Voluntary Withdrawal,gompertz,shape,rate,-2.912e-03
NCT01624259,Voluntary Withdrawal,gompertz,rate,shape,-2.912e-03
NCT01624259,Voluntary Withdrawal,gompertz,rate,rate,3.561e-01
NCT01694771,Adverse Event,gompertz,shape,shape,4.837e-05
NCT01694771,Adverse Event,gompertz,shape,rate,-1.805e-03
NCT01694771,Adverse Event,gompertz,rate,shape,-1.805e-03
NCT01694771,Adverse Event,gompertz,rate,rate,9.679e-02
NCT01694771,Other/Miscellaneous,gompertz,shape,shape,1.497e-04
NCT01694771,Other/Miscellaneous,gompertz,shape,rate,-7.704e-03
NCT01694771,Other/Miscellaneous,gompertz,rate,shape,-7.704e-03
NCT01694771,Other/Miscellaneous,gompertz,rate,rate,4.873e-01
NCT01694771,Protocol Violation,gompertz,shape,shape,1.329e-04
NCT01694771,Protocol Violation,gompertz,shape,rate,-6.380e-03
NCT01694771,Protocol Violation,gompertz,rate,shape,-6.380e-03
NCT01694771,Protocol Violation,gompertz,rate,rate,3.896e-01
NCT01694771,Voluntary Withdrawal,gompertz,shape,shape,1.075e-04
NCT01694771,Voluntary Withdrawal,gompertz,shape,rate,-5.319e-03
NCT01694771,Voluntary Withdrawal,gompertz,rate,shape,-5.319e-03
NCT01694771,Voluntary Withdrawal,gompertz,rate,rate,3.298e-01
NCT01708902,Adverse Event,gompertz,shape,shape,2.227e-05
NCT01708902,Adverse Event,gompertz,shape,rate,-1.161e-03
NCT01708902,Adverse Event,gompertz,rate,shape,-1.161e-03
NCT01708902,Adverse Event,gompertz,rate,rate,1.005e-01
NCT01708902,Voluntary Withdrawal,gompertz,shape,shape,2.608e-05
NCT01708902,Voluntary Withdrawal,gompertz,shape,rate,-1.381e-03
NCT01708902,Voluntary Withdrawal,gompertz,rate,shape,-1.381e-03
NCT01708902,Voluntary Withdrawal,gompertz,rate,rate,1.207e-01
NCT01719003,Adverse Event,gompertz,shape,shape,1.323e-05
NCT01719003,Adverse Event,gompertz,shape,rate,-8.192e-04
NCT01719003,Adverse Event,gompertz,rate,shape,-8.192e-04
NCT01719003,Adverse Event,gompertz,rate,rate,7.850e-02
NCT01719003,Lost to Follow-up,gompertz,shape,shape,2.170e-05
NCT01719003,Lost to Follow-up,gompertz,shape,rate,-1.214e-03
NCT01719003,Lost to Follow-up,gompertz,rate,shape,-1.214e-03
NCT01719003,Lost to Follow-up,gompertz,rate,rate,1.096e-01
NCT01719003,Other/Miscellaneous,gompertz,shape,shape,3.310e-05
NCT01719003,Other/Miscellaneous,gompertz,shape,rate,-2.396e-03
NCT01719003,Other/Miscellaneous,gompertz,rate,shape,-2.396e-03
NCT01719003,Other/Miscellaneous,gompertz,rate,rate,2.504e-01
NCT01719003,Protocol Violation,gompertz,shape,shape,4.245e-05
NCT01719003,Protocol Violation,gompertz,shape,rate,-4.114e-03
NCT01719003,Protocol Violation,gompertz,rate,shape,-4.114e-03
NCT01719003,Protocol Violation,gompertz,rate,rate,4.986e-01
NCT01719003,Voluntary Withdrawal,gompertz,shape,shape,1.218e-05
NCT01719003,Voluntary Withdrawal,gompertz,shape,rate,-8.139e-04
NCT01719003,Voluntary Withdrawal,gompertz,rate,shape,-8.139e-04
NCT01719003,Voluntary Withdrawal,gompertz,rate,rate,8.144e-02
NCT01769378,Adverse Event,gompertz,shape,shape,6.548e-05
NCT01769378,Adverse Event,gompertz,shape,rate,-2.973e-03
NCT01769378,Adverse Event,gompertz,rate,shape,-2.973e-03
NCT01769378,Adverse Event,gompertz,rate,rate,2.350e-01
NCT01769378,Voluntary Withdrawal,gompertz,shape,shape,4.162e-05
NCT01769378,Voluntary Withdrawal,gompertz,shape,rate,-3.159e-03
NCT01769378,Voluntary Withdrawal,gompertz,rate,shape,-3.159e-03
NCT01769378,Voluntary Withdrawal,gompertz,rate,rate,3.398e-01
NCT02152371,Voluntary Withdrawal,gompertz,shape,shape,3.152e-05
NCT02152371,Voluntary Withdrawal,gompertz,shape,rate,-2.704e-03
NCT02152371,Voluntary Withdrawal,gompertz,rate,shape,-2.704e-03
NCT02152371,Voluntary Withdrawal,gompertz,rate,rate,3.320e-01
NCT02172287,Adverse Event,gompertz,shape,shape,6.137e-06
NCT02172287,Adverse Event,gompertz,shape,rate,-3.654e-04
NCT02172287,Adverse Event,gompertz,rate,shape,-3.654e-04
NCT02172287,Adverse Event,gompertz,rate,rate,3.426e-02
NCT02172287,Voluntary Withdrawal,gompertz,shape,shape,2.732e-05
NCT02172287,Voluntary Withdrawal,gompertz,shape,rate,-1.278e-03
NCT02172287,Voluntary Withdrawal,gompertz,rate,shape,-1.278e-03
NCT02172287,Voluntary Withdrawal,gompertz,rate,rate,1.033e-01
NCT02172586,Voluntary Withdrawal,gompertz,shape,shape,3.262e-05
NCT02172586,Voluntary Withdrawal,gompertz,shape,rate,-2.050e-03
NCT02172586,Voluntary Withdrawal,gompertz,rate,shape,-2.050e-03
NCT02172586,Voluntary Withdrawal,gompertz,rate,rate,2.003e-01
NCT02175355,Adverse Event,gompertz,shape,shape,3.194e-04
NCT02175355,Adverse Event,gompertz,shape,rate,-5.617e-03
NCT02175355,Adverse Event,gompertz,rate,shape,-5.617e-03
NCT02175355,Adverse Event,gompertz,rate,rate,1.443e-01
NCT02175355,Protocol Violation,gompertz,shape,shape,2.561e-04
NCT02175355,Protocol Violation,gompertz,shape,rate,-6.888e-03
NCT02175355,Protocol Violation,gompertz,rate,shape,-6.888e-03
NCT02175355,Protocol Violation,gompertz,rate,rate,2.209e-01
NCT02177344,Adverse Event,gompertz,shape,shape,2.640e-05
NCT02177344,Adverse Event,gompertz,shape,rate,-1.037e-03
NCT02177344,Adverse Event,gompertz,rate,shape,-1.037e-03
NCT02177344,Adverse Event,gompertz,rate,rate,7.404e-02
NCT02177344,Other/Miscellaneous,gompertz,shape,shape,4.076e-05
NCT02177344,Other/Miscellaneous,gompertz,shape,rate,-1.469e-03
NCT02177344,Other/Miscellaneous,gompertz,rate,shape,-1.469e-03
NCT02177344,Other/Miscellaneous,gompertz,rate,rate,9.841e-02
NCT02177344,Voluntary Withdrawal,gompertz,shape,shape,6.625e-05
NCT02177344,Voluntary Withdrawal,gompertz,shape,rate,-1.932e-03
NCT02177344,Voluntary Withdrawal,gompertz,rate,shape,-1.932e-03
NCT02177344,Voluntary Withdrawal,gompertz,rate,rate,1.090e-01
NCT02177396,Adverse Event,gompertz,shape,shape,3.610e-04
NCT02177396,Adverse Event,gompertz,shape,rate,-7.371e-03
NCT02177396,Adverse Event,gompertz,rate,shape,-7.371e-03
NCT02177396,Adverse Event,gompertz,rate,rate,2.338e-01
NCT02177396,Lack of Efficacy,gompertz,shape,shape,3.651e-04
NCT02177396,Lack of Efficacy,gompertz,shape,rate,-1.092e-02
NCT02177396,Lack of Efficacy,gompertz,rate,shape,-1.092e-02
NCT02177396,Lack of Efficacy,gompertz,rate,rate,4.264e-01
NCT02177461,Adverse Event,gompertz,shape,shape,2.895e-05
NCT02177461,Adverse Event,gompertz,shape,rate,-1.772e-03
NCT02177461,Adverse Event,gompertz,rate,shape,-1.772e-03
NCT02177461,Adverse Event,gompertz,rate,rate,1.709e-01
NCT02177461,Lack of Efficacy,gompertz,shape,shape,1.210e-05
NCT02177461,Lack of Efficacy,gompertz,shape,rate,-1.167e-03
NCT02177461,Lack of Efficacy,gompertz,rate,shape,-1.167e-03
NCT02177461,Lack of Efficacy,gompertz,rate,rate,1.438e-01
NCT02177461,Protocol Violation,gompertz,shape,shape,4.057e-05
NCT02177461,Protocol Violation,gompertz,shape,rate,-2.354e-03
NCT02177461,Protocol Violation,gompertz,rate,shape,-2.354e-03
NCT02177461,Protocol Violation,gompertz,rate,rate,2.199e-01
NCT02177461,Voluntary Withdrawal,gompertz,shape,shape,1.109e-05
NCT02177461,Voluntary Withdrawal,gompertz,shape,rate,-7.144e-04
NCT02177461,Voluntary Withdrawal,gompertz,rate,shape,-7.144e-04
NCT02177461,Voluntary Withdrawal,gompertz,rate,rate,7.103e-02
NCT02183064,Adverse Event,gompertz,shape,shape,1.639e-05
NCT02183064,Adverse Event,gompertz,shape,rate,-7.267e-04
NCT02183064,Adverse Event,gompertz,rate,shape,-7.267e-04
NCT02183064,Adverse Event,gompertz,rate,rate,5.785e-02
NCT02183064,Other/Miscellaneous,gompertz,shape,shape,2.333e-05
NCT02183064,Other/Miscellaneous,gompertz,shape,rate,-1.609e-03
NCT02183064,Other/Miscellaneous,gompertz,rate,shape,-1.609e-03
NCT02183064,Other/Miscellaneous,gompertz,rate,rate,1.699e-01
NCT02183064,Voluntary Withdrawal,gompertz,shape,shape,1.446e-05
NCT02183064,Voluntary Withdrawal,gompertz,shape,rate,-7.365e-04
NCT02183064,Voluntary Withdrawal,gompertz,rate,shape,-7.365e-04
NCT02183064,Voluntary Withdrawal,gompertz,rate,rate,6.455e-02
NCT02200653,Adverse Event,gompertz,shape,shape,3.144e-04
NCT02200653,Adverse Event,gompertz,shape,rate,-7.546e-03
NCT02200653,Adverse Event,gompertz,rate,shape,-7.546e-03
NCT02200653,Adverse Event,gompertz,rate,rate,2.644e-01
NCT02240680,Adverse Event,gompertz,shape,shape,1.791e-05
NCT02240680,Adverse Event,gompertz,shape,rate,-1.454e-03
NCT02240680,Adverse Event,gompertz,rate,shape,-1.454e-03
NCT02240680,Adverse Event,gompertz,rate,rate,2.013e-01
NCT02489968,Adverse Event,gompertz,shape,shape,7.911e-06
NCT02489968,Adverse Event,gompertz,shape,rate,-8.457e-04
NCT02489968,Adverse Event,gompertz,rate,shape,-8.457e-04
NCT02489968,Adverse Event,gompertz,rate,rate,1.492e-01
NCT02750410,Adverse Event,gompertz,shape,shape,8.083e-06
NCT02750410,Adverse Event,gompertz,shape,rate,-1.184e-03
NCT02750410,Adverse Event,gompertz,rate,shape,-1.184e-03
NCT02750410,Adverse Event,gompertz,rate,rate,2.568e-01
NCT00034840,Lack of Efficacy,llogis,shape,shape,7.936e-02
NCT00034840,Lack of Efficacy,llogis,shape,scale,-1.427e-01
NCT00034840,Lack of Efficacy,llogis,scale,shape,-1.427e-01
NCT00034840,Lack of Efficacy,llogis,scale,scale,2.773e-01
NCT00051558,Adverse Event,llogis,shape,shape,1.797e-02
NCT00051558,Adverse Event,llogis,shape,scale,-5.455e-02
NCT00051558,Adverse Event,llogis,scale,shape,-5.455e-02
NCT00051558,Adverse Event,llogis,scale,scale,2.167e-01
NCT00051558,Lost to Follow-up,llogis,shape,shape,5.792e-02
NCT00051558,Lost to Follow-up,llogis,shape,scale,-2.351e-01
NCT00051558,Lost to Follow-up,llogis,scale,shape,-2.351e-01
NCT00051558,Lost to Follow-up,llogis,scale,scale,1.064e+00
NCT00051558,Other/Miscellaneous,llogis,shape,shape,2.690e-02
NCT00051558,Other/Miscellaneous,llogis,shape,scale,-8.814e-02
NCT00051558,Other/Miscellaneous,llogis,scale,shape,-8.814e-02
NCT00051558,Other/Miscellaneous,llogis,scale,scale,3.491e-01
NCT00051558,PI/Sponsor Decision,llogis,shape,shape,7.057e-02
NCT00051558,PI/Sponsor Decision,llogis,shape,scale,-2.018e-01
NCT00051558,PI/Sponsor Decision,llogis,scale,shape,-2.018e-01
NCT00051558,PI/Sponsor Decision,llogis,scale,scale,6.388e-01
NCT00051558,Voluntary Withdrawal,llogis,shape,shape,1.185e-02
NCT00051558,Voluntary Withdrawal,llogis,shape,scale,-1.910e-02
NCT00051558,Voluntary Withdrawal,llogis,scale,shape,-1.910e-02
NCT00051558,Voluntary Withdrawal,llogis,scale,scale,4.784e-02
NCT00125918,Adverse Event,llogis,shape,shape,2.023e-02
NCT00125918,Adverse Event,llogis,shape,scale,-3.759e-02
NCT00125918,Adverse Event,llogis,scale,shape,-3.759e-02
NCT00125918,Adverse Event,llogis,scale,scale,8.886e-02
NCT00152984,Adverse Event,llogis,shape,shape,8.184e-02
NCT00152984,Adverse Event,llogis,shape,scale,-3.345e-01
NCT00152984,Adverse Event,llogis,scale,shape,-3.345e-01
NCT00152984,Adverse Event,llogis,scale,scale,1.474e+00
NCT00153023,Adverse Event,llogis,shape,shape,1.041e-02
NCT00153023,Adverse Event,llogis,shape,scale,-3.113e-02
NCT00153023,Adverse Event,llogis,scale,shape,-3.113e-02
NCT00153023,Adverse Event,llogis,scale,scale,1.159e-01
NCT00153023,Other/Miscellaneous,llogis,shape,shape,4.309e-02
NCT00153023,Other/Miscellaneous,llogis,shape,scale,-3.403e-01
NCT00153023,Other/Miscellaneous,llogis,scale,shape,-3.403e-01
NCT00153023,Other/Miscellaneous,llogis,scale,scale,2.906e+00
NCT00153023,Protocol Violation,llogis,shape,shape,5.878e-02
NCT00153023,Protocol Violation,llogis,shape,scale,-3.406e-01
NCT00153023,Protocol Violation,llogis,scale,shape,-3.406e-01
NCT00153023,Protocol Violation,llogis,scale,scale,2.111e+00
NCT00153023,Voluntary Withdrawal,llogis,shape,shape,3.256e-02
NCT00153023,Voluntary Withdrawal,llogis,shape,scale,-2.197e-01
NCT00153023,Voluntary Withdrawal,llogis,scale,shape,-2.197e-01
NCT00153023,Voluntary Withdrawal,llogis,scale,scale,1.626e+00
NCT00153088,Adverse Event,llogis,shape,shape,1.580e-02
NCT00153088,Adverse Event,llogis,shape,scale,-4.364e-02
NCT00153088,Adverse Event,llogis,scale,shape,-4.364e-02
NCT00153088,Adverse Event,llogis,scale,scale,1.532e-01
NCT00153088,Voluntary Withdrawal,llogis,shape,shape,7.314e-02
NCT00153088,Voluntary Withdrawal,llogis,shape,scale,-2.569e-01
NCT00153088,Voluntary Withdrawal,llogis,scale,shape,-2.569e-01
NCT00153088,Voluntary Withdrawal,llogis,scale,scale,9.803e-01
NCT00168831,Adverse Event,llogis,shape,shape,5.671e-03
NCT00168831,Adverse Event,llogis,shape,scale,-1.463e-02
NCT00168831,Adverse Event,llogis,scale,shape,-1.463e-02
NCT00168831,Adverse Event,llogis,scale,scale,5.407e-02
NCT00168831,Lost to Follow-up,llogis,shape,shape,6.526e-02
NCT00168831,Lost to Follow-up,llogis,shape,scale,-2.981e-01
NCT00168831,Lost to Follow-up,llogis,scale,shape,-2.981e-01
NCT00168831,Lost to Follow-up,llogis,scale,scale,1.449e+00
NCT00168831,Other/Miscellaneous,llogis,shape,shape,6.104e-02
NCT00168831,Other/Miscellaneous,llogis,shape,scale,-3.191e-01
NCT00168831,Other/Miscellaneous,llogis,scale,shape,-3.191e-01
NCT00168831,Other/Miscellaneous,llogis,scale,scale,1.778e+00
NCT00168831,Protocol Violation,llogis,shape,shape,3.319e-02
NCT00168831,Protocol Violation,llogis,shape,scale,-2.297e-01
NCT00168831,Protocol Violation,llogis,scale,shape,-2.297e-01
NCT00168831,Protocol Violation,llogis,scale,scale,1.732e+00
